Rocblas                                            float16 NN m=49152 n=3072 k=768  1817.7545 us 127.59 tflops
DeviceGemm_Xdl_CShuffle<128, 64, 128, 32, 8, 2> LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2371.6269 us 97.79 tflops
DeviceGemm_Xdl_CShuffle<128, 64, 128, 32, 8, 8> LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2365.8395 us 98.03 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 64, 32, 8, 2> LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2524.5409 us 91.87 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 64, 32, 8, 8> LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2560.7188 us 90.57 tflops
DeviceGemm_Xdl_CShuffle<256, 64, 128, 32, 8, 2> LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2398.5565 us 96.69 tflops
DeviceGemm_Xdl_CShuffle<256, 64, 128, 32, 8, 8> LoopScheduler: Interwave, PipelineVersion: v1 float16 NN m=49152 n=3072 k=768  2355.1965 us 98.48 tflops
DeviceGemm_Xdl_CShuffle<256, 256, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2209.0440 us 104.99 tflops
DeviceGemm_Xdl_CShuffle<256, 256, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2225.3127 us 104.22 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 256, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2088.9459 us 111.03 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 256, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2087.3346 us 111.11 tflops
DeviceGemm_Xdl_CShuffle<128, 128, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2336.6988 us 99.25 tflops
DeviceGemm_Xdl_CShuffle<128, 128, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2334.5740 us 99.34 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2189.8851 us 105.91 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2169.0998 us 106.92 tflops
DeviceGemm_Xdl_CShuffle<128, 128, 64, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2500.7424 us 92.74 tflops
DeviceGemm_Xdl_CShuffle<128, 128, 64, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2484.3650 us 93.36 tflops
DeviceGemm_Xdl_CShuffle<128, 64, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2385.2508 us 97.23 tflops
DeviceGemm_Xdl_CShuffle<128, 64, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2408.6623 us 96.29 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 64, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2523.1571 us 91.92 tflops
DeviceGemm_Xdl_CShuffle<256, 128, 64, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2571.2855 us 90.20 tflops
DeviceGemm_Xdl_CShuffle<256, 64, 128, 32, 8, 2> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2423.8272 us 95.69 tflops
DeviceGemm_Xdl_CShuffle<256, 64, 128, 32, 8, 8> LoopScheduler: Default, PipelineVersion: v2 float16 NN m=49152 n=3072 k=768  2368.7532 us 97.91 tflops
Tunable                                            float16 NN m=49152 n=3072 k=768  1922.2759 us 120.65 tflops
